filename,Mouse_ID,filename_md,Session_type,match_status,Gene,Gene_ID,Sex$,Genotype$,FED3,BEAM,DOB,FED_StartDate,Weight1_Friday,Weight2_Monday,Weight3_Friday,Weight4_Monday,Weight5_Friday,Weight6_SI,Stim_Partner,Stim_Weight,Bandit100_EX,Bandit80_EX,FR1_EX,PR1_EX,BEAM_EX,NF1_003_140_10,2025-05-17 00:00:00,Win-stay_Bandit80,Lose-shift_Bandit80,PeakAccuracy_Bandit80,Total_pellets_Bandit80,Total_pokes_Bandit80,PokesPerPellet_Bandit80,RetrievalTime_Bandit80,PokeTime_Bandit80,daily pellets_Bandit80,Win-stay_Day_Bandit80,Win-stay_Night_Bandit80,Lose-shift_Day_Bandit80,Lose-shift_Night_Bandit80,PeakAccuracy_Day_Bandit80,PeakAccuracy_Night_Bandit80
NF1_003_146_50_Bandit80_20250811.csv,NF1_003_146_50,NF1_003_146_50_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,M,Wt,79,63.0,2025-05-17,2025-08-04,22.73,22.18,22.95,21.98,21.5,22.6,30003-6,26.41,,,,,,,,0.8355555555555556,0.4057971014492754,0.6416666666666667,259.0,521.0,2.011583011583012,0.79,0.09,134.93324971961263,0.7439024390243902,0.8881118881118881,0.34375,0.4594594594594595,0.55,0.6875
NF1_003_145_35_Bandit80_20250811.csv,NF1_003_145_35,NF1_003_145_35_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,1,2.0,2025-05-14,2025-08-04,19.26,18.96,20.25,19.22,19.91,19.16,29962-5,20.1,,,,,,,,0.9037800687285223,0.38461538461538464,0.6941176470588235,351.0,613.0,1.7464387464387465,0.82,0.15,184.45974222896132,0.8921568627450981,0.91005291005291,0.5263157894736842,0.3389830508474576,0.7571428571428571,0.6909090909090909
NF1_003_145_37_Bandit80_20250811.csv,NF1_003_145_37,NF1_003_145_37_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,003,3.0,2025-05-14,2025-08-04,20.43,19.55,20.93,20.27,21.19,20.03,29962-2,21.15,Device 003: 'Pellet_Count' stayed at 6 for >8 hrs starting 2025-08-05 02:59:06,Device 003: 'Pellet_Count' stayed at 155 for >8 hrs starting 2025-08-12 05:37:05,,,,,,0.8146551724137931,0.5121951219512195,0.6142857142857143,301.0,549.0,1.823920265780731,0.44,0.11,155.828147581907,0.8571428571428571,0.8011363636363636,0.3125,0.5606060606060606,0.7,0.5750000000000001
NF1_003_147_5_Bandit80_20250811.csv,NF1_003_147_5,NF1_003_147_5_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,6,7.0,2025-05-16,2025-08-04,20.13,19.9,20.63,19.56,20.45,20.61,29935-4,17.52,,,,,,,,0.8945147679324894,0.46,0.7333333333333333,303.0,574.0,1.8943894389438944,0.82,0.1,156.7222614671759,0.8484848484848485,0.927536231884058,0.2608695652173913,0.6296296296296297,0.6428571428571428,0.7888888888888889
NF1_003_147_1_Bandit80_20250811.csv,NF1_003_147_1,NF1_003_147_1_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,7,5.0,2025-05-16,2025-08-04,20.71,20.16,21.55,20.67,21.38,20.86,29935-3,20.94,,,,,,,,0.9203187250996016,0.42105263157894735,0.75,300.0,510.0,1.7,0.63,0.16,152.90141044472367,0.9101123595505618,0.9259259259259259,0.38461538461538464,0.44,0.6599999999999999,0.78
NF1_003_147_6_Bandit80_20250811.csv,NF1_003_147_6,NF1_003_147_6_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,12,9.0,2025-05-16,2025-08-04,20.25,20.21,20.75,19.96,20.31,20.19,30003-2,20.23,,,,,,,,0.8434163701067615,0.43283582089552236,0.6888888888888889,370.0,662.0,1.7891891891891891,0.72,0.12,193.21966285683203,0.8,0.8655913978494624,0.631578947368421,0.3541666666666667,0.6166666666666666,0.7538461538461538
NF1_003_141_18_Bandit80_20250811.csv,NF1_003_141_18,NF1_003_141_18_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,13,13.0,2025-05-16,2025-08-04,20.07,19.15,20.09,18.92,20.53,19.55,29962-2,20.82,,,,,,,,0.8461538461538461,0.43023255813953487,0.6944444444444444,385.0,712.0,1.8493506493506493,0.56,0.13,199.90624887318359,0.8333333333333334,0.8523809523809524,0.5172413793103449,0.38596491228070173,0.6333333333333333,0.7230769230769232
NF1_003_140_10_Bandit80_20250811.csv,NF1_003_140_10,NF1_003_140_10_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,16,11.0,2025-05-17,2025-08-04,18.34,17.82,18.38,17.43,18.52,17.61,30003-4,20.51,,,,,,,,0.8595744680851064,0.4722222222222222,0.7785714285714287,296.0,518.0,1.75,0.82,0.14,154.41893042380914,0.8023255813953488,0.8926174496644296,0.2222222222222222,0.5079365079365079,0.8,0.7666666666666666
NF1_003_140_14_Bandit80_20250811.csv,NF1_003_140_14,NF1_003_140_14_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,18,12.0,2025-05-17,2025-08-04,18.92,18.53,19.63,18.73,19.8,18.82,29962-5,20.18,Device 018: Estimated 13.8 pellets/day < 75. | Device 018: 'Pellet_Count' stayed at 4 for >8 hrs starting 2025-08-04 23:49:14,,,,,,,0.7902298850574713,0.44,0.665,412.0,786.0,1.9077669902912622,0.63,0.19,225.7505612561992,0.794392523364486,0.7883817427385892,0.6153846153846154,0.41379310344827586,0.5999999999999999,0.6692307692307693
NF1_003_141_21_Bandit80_20250811.csv,NF1_003_141_21,NF1_003_141_21_Bandit80_20250811.csv,Bandit80,Matched (Mouse_ID in filename),NF1,3.0,F,Het,20,14.0,2025-05-16,2025-08-04,21.28,20.01,21.14,20.4,22.18,20.85,29935-3,20.95,,,,,,,,0.9175257731958762,0.5185185185185185,0.823076923076923,280.0,485.0,1.7321428571428572,0.79,0.17,145.35666218034993,0.90625,0.9230769230769231,0.5555555555555556,0.5,0.8,0.8111111111111111
