filename,Mouse_ID,filename_md,Session_type,match_status,Gene,Gene_ID,Sex$,Genotype$,FED3,BEAM,DOB,FED_StartDate,Weight1_Friday,Weight2_Monday,Weight3_Friday,Weight4_Monday,Weight5_Friday,Weight6_SI,Stim_Partner,Stim_Weight,Bandit100_EX,Bandit80_EX,FR1_EX,PR1_EX,BEAM_EX,NF1_003_140_10,2025-05-17 00:00:00,Win-stay_Bandit100,Lose-shift_Bandit100,PeakAccuracy_Bandit100,Total_pellets_Bandit100,Total_pokes_Bandit100,PokesPerPellet_Bandit100,RetrievalTime_Bandit100,PokeTime_Bandit100,daily pellets_Bandit100,Win-stay_Day_Bandit100,Win-stay_Night_Bandit100,Lose-shift_Day_Bandit100,Lose-shift_Night_Bandit100,PeakAccuracy_Day_Bandit100,PeakAccuracy_Night_Bandit100
NF1_003_146_50_Bandit100_20250804.csv,NF1_003_146_50,NF1_003_146_50_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,M,Wt,79,63.0,2025-05-17,2025-08-04,22.73,22.18,22.95,21.98,21.5,22.6,30003-6,26.41,,,,,,,,0.810126582278481,0.509090909090909,0.7909090909090909,467.0,732.0,1.5674518201284797,0.91,0.12,162.2684971527407,0.7380952380952381,0.8432835820895522,0.5333333333333333,0.48,0.6666666666666667,0.8117647058823529
NF1_003_145_35_Bandit100_20250804.csv,NF1_003_145_35,NF1_003_145_35_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,1,2.0,2025-05-14,2025-08-04,19.26,18.96,20.25,19.22,19.91,19.16,29962-5,20.1,,,,,,,,0.7461300309597523,0.4461538461538462,0.7649999999999999,419.0,719.0,1.7159904534606205,1.64,0.19,142.22835395607885,0.8260869565217391,0.7272727272727273,0.4166666666666667,0.4528301886792453,0.725,0.7625
NF1_003_147_5_Bandit100_20250804.csv,NF1_003_147_5,NF1_003_147_5_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,6,7.0,2025-05-16,2025-08-04,20.13,19.9,20.63,19.56,20.45,20.61,29935-4,17.52,,,,,,,,0.7814207650273224,0.45348837209302323,0.7434782608695653,465.0,818.0,1.7591397849462365,1.39,0.13,156.55772520565347,0.8110236220472441,0.7656903765690377,0.48,0.4426229508196721,0.8142857142857143,0.6625
NF1_003_147_1_Bandit100_20250804.csv,NF1_003_147_1,NF1_003_147_1_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,7,5.0,2025-05-16,2025-08-04,20.71,20.16,21.55,20.67,21.38,20.86,29935-3,20.94,,,,,,,,0.8139013452914798,0.41509433962264153,0.7857142857142857,570.0,862.0,1.512280701754386,1.2,0.16,194.77283135669504,0.8507462686567164,0.7980769230769231,0.8888888888888888,0.3181818181818182,0.7666666666666667,0.8099999999999999
NF1_003_147_6_Bandit100_20250804.csv,NF1_003_147_6,NF1_003_147_6_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,12,9.0,2025-05-16,2025-08-04,20.25,20.21,20.75,19.96,20.31,20.19,30003-2,20.23,,,,,,,,0.7872340425531915,0.42276422764227645,0.79,621.0,1064.0,1.713365539452496,1.07,0.18,215.05352247944137,0.7551020408163265,0.8043478260869565,0.3728813559322034,0.46875,0.7,0.819047619047619
NF1_003_141_18_Bandit100_20250804.csv,NF1_003_141_18,NF1_003_141_18_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,13,13.0,2025-05-16,2025-08-04,20.07,19.15,20.09,18.92,20.53,19.55,29962-2,20.82,,,,,,,,0.7047146401985112,0.5,0.7115384615384615,534.0,924.0,1.7303370786516854,1.13,0.15,183.4686687291728,0.6451612903225806,0.7176470588235294,0.4827586206896552,0.5058823529411764,0.5666666666666667,0.7428571428571428
NF1_003_140_10_Bandit100_20250804.csv,NF1_003_140_10,NF1_003_140_10_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,16,11.0,2025-05-17,2025-08-04,18.34,17.82,18.38,17.43,18.52,17.61,30003-4,20.51,,,,,,,,0.7989949748743719,0.45263157894736844,0.7583333333333333,505.0,815.0,1.613861386138614,1.39,0.2,176.75726259585898,0.7625,0.807570977917981,0.75,0.37333333333333335,0.85,0.7388888888888888
NF1_003_141_21_Bandit100_20250804.csv,NF1_003_141_21,NF1_003_141_21_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Het,20,14.0,2025-05-16,2025-08-04,21.28,20.01,21.14,20.4,22.18,20.85,29935-3,20.95,,,,,,,,0.8936781609195402,0.375,0.826086956521739,487.0,740.0,1.5195071868583163,1.16,0.19,168.01769312000636,0.860655737704918,0.911504424778761,0.375,0.391304347826087,0.8,0.8533333333333335
NF1_003_140_8_Bandit100_20250804.csv,NF1_003_140_8,NF1_003_140_8_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Wt,26,16.0,2025-05-17,2025-08-04,18.93,18.56,20.52,18.93,18.84,19.0,29935-1,19.38,,,,,,,,0.7911111111111111,0.4880952380952381,0.7518518518518518,566.0,937.0,1.6554770318021201,1.1,0.12,190.19734436864582,0.8034188034188035,0.786144578313253,0.5263157894736842,0.47692307692307695,0.7444444444444445,0.7347826086956522
NF1_003_140_11_Bandit100_20250804.csv,NF1_003_140_11,NF1_003_140_11_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Wt,27,17.0,2025-05-17,2025-08-04,20.02,18.28,19.65,19.13,18.56,19.46,29935-5,19.43,,,,Device 027: End time 2025-08-14 21:57:47 is >8 hrs from cohort median 2025-08-15 12:29:51 | Device 027: Duration 31.7 h < required 36.0 h for PR1.,,,,0.8021390374331551,0.38372093023255816,0.74,518.0,851.0,1.6428571428571428,0.85,0.1,175.18508245203483,0.823076923076923,0.7909836065573771,0.4,0.36666666666666664,0.6888888888888889,0.75
NF1_003_141_19_Bandit100_20250804.csv,NF1_003_141_19,NF1_003_141_19_Bandit100_20250804.csv,Bandit100,Matched (Mouse_ID in filename),NF1,3.0,F,Wt,28,18.0,2025-05-16,2025-08-04,20.34,20.19,21.03,21.07,21.47,20.8,29962-7,21.84,,,,,,,,0.8282828282828283,0.48863636363636365,0.7555555555555555,547.0,865.0,1.5813528336380256,1.34,0.14,184.67309585957892,0.746031746031746,0.8634686346863468,0.4,0.5238095238095238,0.7818181818181819,0.7157894736842105
